Gender,Caste,coaching,Class_ten_education,twelve_education,medium,Class_X_Percentage,Class_XII_Percentage,Father_occupation,Mother_occupation,time
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BUSINESS,OTHERS,FOUR
female,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,FOUR
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,THREE
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,SCHOOL_TEACHER,TWO
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,SCHOOL_TEACHER,THREE
male,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE
male,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,ONE
male,OBC,WA,CBSE,CBSE,ENGLISH,Good,Excellent,OTHERS,HOUSE_WIFE,THREE
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE
female,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE
female,OBC,OA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO
female,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO
female,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Excellent,BUSINESS,HOUSE_WIFE,ONE
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,THREE
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO
male,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO
female,OBC,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE
male,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,TWO
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE
female,OBC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,THREE
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
female,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE
male,OBC,WA,SEBA,AHSEC,ASSAMESE,Vg,Good,BUSINESS,HOUSE_WIFE,THREE
male,OBC,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,TWO
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
male,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,TWO
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
female,OBC,NO,SEBA,AHSEC,ASSAMESE,Vg,Good,OTHERS,HOUSE_WIFE,TWO
male,OBC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO
female,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE
male,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO
male,OBC,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO
male,OBC,WA,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,ONE
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,OTHERS,THREE
male,OBC,NO,SEBA,AHSEC,OTHERS,Vg,Average,SCHOOL_TEACHER,HOUSE_WIFE,FOUR
female,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE
male,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
male,OBC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,TWO
female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE
male,SC,WA,SEBA,AHSEC,ENGLISH,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO
female,SC,NO,SEBA,AHSEC,OTHERS,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO
female,SC,OA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
female,SC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,THREE
male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO
female,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO
female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,THREE
male,SC,WA,SEBA,AHSEC,ASSAMESE,Good,Good,OTHERS,HOUSE_WIFE,ONE
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
female,SC,WA,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE
female,SC,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE
female,SC,WA,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,OTHERS,THREE
female,SC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE
female,SC,NO,SEBA,AHSEC,ASSAMESE,Average,Good,BUSINESS,HOUSE_WIFE,TWO
male,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE
female,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,TWO
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO
male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
male,SC,WA,SEBA,AHSEC,ASSAMESE,Vg,Vg,CULTIVATOR,HOUSE_WIFE,TWO
male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Good,SCHOOL_TEACHER,OTHERS,TWO
male,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,TWO
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
male,SC,NO,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE
female,SC,WA,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO
male,SC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE
male,SC,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO
female,SC,NO,SEBA,CBSE,ENGLISH,Vg,Vg,DOCTOR,SCHOOL_TEACHER,TWO
female,SC,WA,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,OTHERS,THREE
female,SC,WA,SEBA,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,TWO
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO
male,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,TWO
male,SC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO
female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,ONE
male,SC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE
male,SC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO
male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO
female,ST,WA,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,TWO
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE
male,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,ONE
female,ST,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,ENGINEER,SCHOOL_TEACHER,ONE
male,ST,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,ONE
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,BUSINESS,THREE
male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,SCHOOL_TEACHER,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,OTHERS,OTHERS,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER,TWO
female,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS,TWO
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE
female,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,TWO
male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,OTHERS,Average,Vg,OTHERS,HOUSE_WIFE,ONE
male,ST,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,HOUSE_WIFE,TWO
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO
male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Average,OTHERS,HOUSE_WIFE,THREE
male,ST,NO,CBSE,CBSE,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE,TWO
male,ST,WA,SEBA,AHSEC,ENGLISH,Average,Good,OTHERS,HOUSE_WIFE,ONE
female,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,THREE
female,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO
male,ST,OA,CBSE,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,THREE
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,HOUSE_WIFE,TWO
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO
male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE,ONE
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,THREE
male,ST,NO,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,ONE
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO
male,ST,NO,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,ONE
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO
male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS,ONE
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,CULTIVATOR,OTHERS,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,TWO
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO
male,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE
male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,HOUSE_WIFE,TWO
male,ST,NO,SEBA,AHSEC,ASSAMESE,Average,Average,CULTIVATOR,HOUSE_WIFE,ONE
male,ST,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,ONE
male,ST,OA,CBSE,CBSE,ENGLISH,Vg,Excellent,SCHOOL_TEACHER,OTHERS,ONE
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,ONE
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE,TWO
male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE
female,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,DOCTOR,ONE
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,TWO
male,ST,WA,CBSE,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,ENGINEER,HOUSE_WIFE,ONE
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO
male,ST,NO,SEBA,AHSEC,ENGLISH,Good,Average,CULTIVATOR,HOUSE_WIFE,THREE
female,ST,WA,OTHERS,OTHERS,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,SCHOOL_TEACHER,ONE
male,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,THREE
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,DOCTOR,ONE
female,ST,WA,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,FOUR
male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,OTHERS,ONE
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER,TWO
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE
female,ST,OA,OTHERS,OTHERS,ENGLISH,Good,Good,CULTIVATOR,HOUSE_WIFE,THREE
female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE,TWO
female,ST,NO,SEBA,AHSEC,ENGLISH,Average,Average,SCHOOL_TEACHER,HOUSE_WIFE,THREE
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,TWO
male,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,CULTIVATOR,OTHERS,ONE
female,ST,WA,CBSE,AHSEC,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO
female,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER,ONE
female,ST,WA,SEBA,CBSE,ENGLISH,Good,Vg,DOCTOR,SCHOOL_TEACHER,TWO
female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,ONE
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE,THREE
male,ST,WA,SEBA,CBSE,ENGLISH,Good,Vg,OTHERS,SCHOOL_TEACHER,TWO
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE
female,ST,NO,SEBA,CBSE,ENGLISH,Vg,Good,BUSINESS,OTHERS,ONE
